Metadata_Experiment,drug,Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,plate,row,col,bleach,strain,well_censor,well_censor_reason,notes,concentration_um,diluent,class
ben1,DMSO,p008,A06,48h,10,15hHB101,8,A,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,A07,48h,10,15hHB101,8,A,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,A08,48h,10,15hHB101,8,A,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,A09,48h,10,15hHB101,8,A,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,A10,48h,10,15hHB101,8,A,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B01,48h,10,15hHB101,8,B,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B02,48h,10,15hHB101,8,B,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B03,48h,10,15hHB101,8,B,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B04,48h,10,15hHB101,8,B,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B05,48h,10,15hHB101,8,B,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B06,48h,10,15hHB101,8,B,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B07,48h,10,15hHB101,8,B,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B08,48h,10,15hHB101,8,B,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B09,48h,10,15hHB101,8,B,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,B10,48h,10,15hHB101,8,B,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C01,48h,10,15hHB101,8,C,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C02,48h,10,15hHB101,8,C,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C03,48h,10,15hHB101,8,C,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C04,48h,10,15hHB101,8,C,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C05,48h,10,15hHB101,8,C,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C06,48h,10,15hHB101,8,C,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C07,48h,10,15hHB101,8,C,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C08,48h,10,15hHB101,8,C,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C09,48h,10,15hHB101,8,C,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,C10,48h,10,15hHB101,8,C,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D01,48h,10,15hHB101,8,D,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D02,48h,10,15hHB101,8,D,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D03,48h,10,15hHB101,8,D,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D04,48h,10,15hHB101,8,D,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D05,48h,10,15hHB101,8,D,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D06,48h,10,15hHB101,8,D,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D07,48h,10,15hHB101,8,D,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D08,48h,10,15hHB101,8,D,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D09,48h,10,15hHB101,8,D,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,D10,48h,10,15hHB101,8,D,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E01,48h,10,15hHB101,8,E,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E02,48h,10,15hHB101,8,E,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E03,48h,10,15hHB101,8,E,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E04,48h,10,15hHB101,8,E,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E05,48h,10,15hHB101,8,E,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E06,48h,10,15hHB101,8,E,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E07,48h,10,15hHB101,8,E,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E08,48h,10,15hHB101,8,E,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E09,48h,10,15hHB101,8,E,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,E10,48h,10,15hHB101,8,E,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F01,48h,10,15hHB101,8,F,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F02,48h,10,15hHB101,8,F,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F03,48h,10,15hHB101,8,F,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F04,48h,10,15hHB101,8,F,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F05,48h,10,15hHB101,8,F,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F06,48h,10,15hHB101,8,F,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F07,48h,10,15hHB101,8,F,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F08,48h,10,15hHB101,8,F,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F09,48h,10,15hHB101,8,F,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,F10,48h,10,15hHB101,8,F,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G01,48h,10,15hHB101,8,G,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G02,48h,10,15hHB101,8,G,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G03,48h,10,15hHB101,8,G,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G04,48h,10,15hHB101,8,G,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G05,48h,10,15hHB101,8,G,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G06,48h,10,15hHB101,8,G,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G07,48h,10,15hHB101,8,G,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G08,48h,10,15hHB101,8,G,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G09,48h,10,15hHB101,8,G,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,G10,48h,10,15hHB101,8,G,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H01,48h,10,15hHB101,8,H,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H02,48h,10,15hHB101,8,H,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H03,48h,10,15hHB101,8,H,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H04,48h,10,15hHB101,8,H,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H05,48h,10,15hHB101,8,H,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H06,48h,10,15hHB101,8,H,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H07,48h,10,15hHB101,8,H,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H08,48h,10,15hHB101,8,H,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H09,48h,10,15hHB101,8,H,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p008,H10,48h,10,15hHB101,8,H,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A01,48h,10,15hHB101,9,A,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A02,48h,10,15hHB101,9,A,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A03,48h,10,15hHB101,9,A,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A04,48h,10,15hHB101,9,A,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A05,48h,10,15hHB101,9,A,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A06,48h,10,15hHB101,9,A,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A07,48h,10,15hHB101,9,A,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A08,48h,10,15hHB101,9,A,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,A09,48h,10,15hHB101,9,A,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B01,48h,10,15hHB101,9,B,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B02,48h,10,15hHB101,9,B,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B03,48h,10,15hHB101,9,B,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B04,48h,10,15hHB101,9,B,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B05,48h,10,15hHB101,9,B,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B06,48h,10,15hHB101,9,B,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B07,48h,10,15hHB101,9,B,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B08,48h,10,15hHB101,9,B,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,B09,48h,10,15hHB101,9,B,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C01,48h,10,15hHB101,9,C,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C02,48h,10,15hHB101,9,C,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C03,48h,10,15hHB101,9,C,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C04,48h,10,15hHB101,9,C,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C05,48h,10,15hHB101,9,C,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C06,48h,10,15hHB101,9,C,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C07,48h,10,15hHB101,9,C,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C08,48h,10,15hHB101,9,C,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,C09,48h,10,15hHB101,9,C,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D01,48h,10,15hHB101,9,D,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D02,48h,10,15hHB101,9,D,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D03,48h,10,15hHB101,9,D,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D04,48h,10,15hHB101,9,D,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D05,48h,10,15hHB101,9,D,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D06,48h,10,15hHB101,9,D,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D07,48h,10,15hHB101,9,D,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D08,48h,10,15hHB101,9,D,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,D09,48h,10,15hHB101,9,D,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E01,48h,10,15hHB101,9,E,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E02,48h,10,15hHB101,9,E,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E03,48h,10,15hHB101,9,E,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E04,48h,10,15hHB101,9,E,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E05,48h,10,15hHB101,9,E,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E06,48h,10,15hHB101,9,E,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E07,48h,10,15hHB101,9,E,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E08,48h,10,15hHB101,9,E,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,E09,48h,10,15hHB101,9,E,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F01,48h,10,15hHB101,9,F,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F02,48h,10,15hHB101,9,F,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F03,48h,10,15hHB101,9,F,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F04,48h,10,15hHB101,9,F,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F05,48h,10,15hHB101,9,F,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F06,48h,10,15hHB101,9,F,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F07,48h,10,15hHB101,9,F,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F08,48h,10,15hHB101,9,F,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,F09,48h,10,15hHB101,9,F,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G01,48h,10,15hHB101,9,G,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G02,48h,10,15hHB101,9,G,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G03,48h,10,15hHB101,9,G,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G04,48h,10,15hHB101,9,G,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G05,48h,10,15hHB101,9,G,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G06,48h,10,15hHB101,9,G,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G07,48h,10,15hHB101,9,G,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G08,48h,10,15hHB101,9,G,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,G09,48h,10,15hHB101,9,G,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H01,48h,10,15hHB101,9,H,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H02,48h,10,15hHB101,9,H,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H03,48h,10,15hHB101,9,H,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H04,48h,10,15hHB101,9,H,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H05,48h,10,15hHB101,9,H,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H06,48h,10,15hHB101,9,H,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H07,48h,10,15hHB101,9,H,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H08,48h,10,15hHB101,9,H,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p009,H09,48h,10,15hHB101,9,H,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A01,48h,10,15hHB101,10,A,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A02,48h,10,15hHB101,10,A,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A03,48h,10,15hHB101,10,A,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A04,48h,10,15hHB101,10,A,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A05,48h,10,15hHB101,10,A,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A06,48h,10,15hHB101,10,A,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A07,48h,10,15hHB101,10,A,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A08,48h,10,15hHB101,10,A,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A09,48h,10,15hHB101,10,A,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,A10,48h,10,15hHB101,10,A,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B01,48h,10,15hHB101,10,B,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B02,48h,10,15hHB101,10,B,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B03,48h,10,15hHB101,10,B,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B04,48h,10,15hHB101,10,B,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B05,48h,10,15hHB101,10,B,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B06,48h,10,15hHB101,10,B,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B07,48h,10,15hHB101,10,B,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B08,48h,10,15hHB101,10,B,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B09,48h,10,15hHB101,10,B,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,B10,48h,10,15hHB101,10,B,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C01,48h,10,15hHB101,10,C,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C02,48h,10,15hHB101,10,C,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C03,48h,10,15hHB101,10,C,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C04,48h,10,15hHB101,10,C,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C05,48h,10,15hHB101,10,C,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C06,48h,10,15hHB101,10,C,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C07,48h,10,15hHB101,10,C,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C08,48h,10,15hHB101,10,C,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C09,48h,10,15hHB101,10,C,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,C10,48h,10,15hHB101,10,C,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D01,48h,10,15hHB101,10,D,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D02,48h,10,15hHB101,10,D,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D03,48h,10,15hHB101,10,D,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D04,48h,10,15hHB101,10,D,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D05,48h,10,15hHB101,10,D,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D06,48h,10,15hHB101,10,D,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D07,48h,10,15hHB101,10,D,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D08,48h,10,15hHB101,10,D,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D09,48h,10,15hHB101,10,D,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,D10,48h,10,15hHB101,10,D,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E01,48h,10,15hHB101,10,E,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E02,48h,10,15hHB101,10,E,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E03,48h,10,15hHB101,10,E,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E04,48h,10,15hHB101,10,E,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E05,48h,10,15hHB101,10,E,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E06,48h,10,15hHB101,10,E,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E07,48h,10,15hHB101,10,E,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E08,48h,10,15hHB101,10,E,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E09,48h,10,15hHB101,10,E,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,E10,48h,10,15hHB101,10,E,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F01,48h,10,15hHB101,10,F,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F02,48h,10,15hHB101,10,F,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F03,48h,10,15hHB101,10,F,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F04,48h,10,15hHB101,10,F,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F05,48h,10,15hHB101,10,F,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F06,48h,10,15hHB101,10,F,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F07,48h,10,15hHB101,10,F,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F08,48h,10,15hHB101,10,F,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F09,48h,10,15hHB101,10,F,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,F10,48h,10,15hHB101,10,F,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G01,48h,10,15hHB101,10,G,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G02,48h,10,15hHB101,10,G,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G03,48h,10,15hHB101,10,G,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G04,48h,10,15hHB101,10,G,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G05,48h,10,15hHB101,10,G,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G06,48h,10,15hHB101,10,G,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G07,48h,10,15hHB101,10,G,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G08,48h,10,15hHB101,10,G,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G09,48h,10,15hHB101,10,G,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,G10,48h,10,15hHB101,10,G,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H01,48h,10,15hHB101,10,H,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H02,48h,10,15hHB101,10,H,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H03,48h,10,15hHB101,10,H,3,1,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H04,48h,10,15hHB101,10,H,4,1,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H05,48h,10,15hHB101,10,H,5,1,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H06,48h,10,15hHB101,10,H,6,1,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H07,48h,10,15hHB101,10,H,7,1,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H08,48h,10,15hHB101,10,H,8,1,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H09,48h,10,15hHB101,10,H,9,1,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p010,H10,48h,10,15hHB101,10,H,10,1,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A01,48h,10,15hHB101,11,A,1,1,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A02,48h,10,15hHB101,11,A,2,1,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A03,48h,10,15hHB101,11,A,3,1,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A04,48h,10,15hHB101,11,A,4,1,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A05,48h,10,15hHB101,11,A,5,1,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A06,48h,10,15hHB101,11,A,6,1,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A07,48h,10,15hHB101,11,A,7,1,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A08,48h,10,15hHB101,11,A,8,1,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,A09,48h,10,15hHB101,11,A,9,1,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p011,B01,48h,10,15hHB101,11,B,1,1,N2,NA,NA,NA,0,DMSO,Both
