"","well.id","flag_id","Metadata_Experiment","Metadata_Plate","Metadata_Well","Metadata_Date","Metadata_Group","Metadata_Magnification","FileName_RawBF","wo_po_area_frac","drug","assay_type","food_conc_OD","food_type","plate","row","col","bleach","strain","well_censor","well_censor_reason","notes","concentration_um","diluent","class","i.dir","w.lab","gbm2x_class","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","n","assay_bleach","median_wormlength_um_reg","assay_bleach_coeff","assay_bleach_se","assay_bleach_tvalue","assay_bleach_pvalue","control_median_wormlength_um_reg","median_wormlength_um_reg_delta"
"1","TCben1_p001_A01","TCben1_1_N2_Albendazole","TCben1","p001","A01",20230803,"p001_A01","m2x","20230803-TCben1-p001-m2x_A01.TIF",0.87467362924282,"Albendazole","48h",10,"15hHB101",1,"A",1,1,"N2",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_N2","worm",503.572574574979,405.570734100356,431.577740752152,471.80848056234,509.570560519413,51.7529107364924,533.414387148815,566.842434206971,577.745159937567,0.102771503750323,15,"TCben1_1",-176.810107964927,686.380668484335,4.50425489810068,152.384952453238,0,84.8745384941521,-261.684646459079
"2","TCben1_p001_A02","TCben1_1_ECA882_Albendazole","TCben1","p001","A02",20230803,"p001_A02","m2x","20230803-TCben1-p001-m2x_A02.TIF",1.05754385964912,"Albendazole","48h",10,"15hHB101",1,"A",2,1,"ECA882",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_ECA882","worm",731.782947261186,581.869187973199,634.561446511046,686.106226410285,732.121068934945,75.8712113980968,772.438771835404,816.496585309026,867.390962256181,0.103679939088574,17,"TCben1_1",45.7404004506036,686.380668484335,4.50425489810068,152.384952453238,0,80.1899164541935,-34.4495160035899
"3","TCben1_p001_A03","TCben1_1_ECA3694_Albendazole","TCben1","p001","A03",20230803,"p001_A03","m2x","20230803-TCben1-p001-m2x_A03.TIF",1.3241727425687,"Albendazole","48h",10,"15hHB101",1,"A",3,1,"ECA3694",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_ECA3694","worm",723.226798084147,636.697590444197,645.401061347482,695.83184992196,737.891786306258,53.4186402651187,763.468613112371,779.894421439955,782.788023939287,0.0738615333483584,12,"TCben1_1",51.511117821921,686.380668484335,4.50425489810068,152.384952453238,0,80.6763827433423,-29.1652649214213
"4","TCben1_p001_A04","TCben1_1_ECA3693_Albendazole","TCben1","p001","A04",20230803,"p001_A04","m2x","20230803-TCben1-p001-m2x_A04.TIF",1.1849376114082,"Albendazole","48h",10,"15hHB101",1,"A",4,1,"ECA3693",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_ECA3693","worm",750.809336961093,672.640553984263,686.280749865899,723.364305362687,735.249249624113,57.1161584494903,783.29633714443,804.880802100503,859.073955147956,0.0760727865754419,9,"TCben1_1",48.8685811397778,686.380668484335,4.50425489810068,152.384952453238,0,62.8075751305526,-13.9389939907748
"5","TCben1_p001_A05","TCben1_1_VC364_Albendazole","TCben1","p001","A05",20230803,"p001_A05","m2x","20230803-TCben1-p001-m2x_A05.TIF",0.80952380952381,"Albendazole","48h",10,"15hHB101",1,"A",5,1,"VC364",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_VC364","worm",449.583977393342,413.222216859291,415.434176438515,424.040920125664,454.044244640252,30.1404524498872,468.895860810336,479.27351110126,488.306946732424,0.0670407620499279,6,"TCben1_1",-232.336423844084,686.380668484335,4.50425489810068,152.384952453238,0,-19.8768668860437,-212.45955695804
"6","TCben1_p001_A06","TCben1_1_ECA3257_Albendazole","TCben1","p001","A06",20230803,"p001_A06","m2x","20230803-TCben1-p001-m2x_A06.TIF",1.07398423286841,"Albendazole","48h",10,"15hHB101",1,"A",6,1,"ECA3257",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_ECA3257","worm",487.956149879809,442.800417412907,451.53024323211,461.846190163563,481.993783885625,34.1544883682628,512.846255736859,536.174458373653,542.370441942813,0.0699949951992112,12,"TCben1_1",-204.38688459871,686.380668484335,4.50425489810068,152.384952453238,0,102.497860668458,-306.884745267169
"7","TCben1_p001_A07","TCben1_1_ECA3260_Albendazole","TCben1","p001","A07",20230803,"p001_A07","m2x","20230803-TCben1-p001-m2x_A07.TIF",0.807523510971787,"Albendazole","48h",10,"15hHB101",1,"A",7,1,"ECA3260",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_ECA3260","worm",470.355183033384,431.417903625919,437.771227573977,449.337770692193,463.13948735916,32.5166117858476,486.286464650986,503.057599991228,542.4438444615,0.0691320367220013,11,"TCben1_1",-223.241181125176,686.380668484335,4.50425489810068,152.384952453238,0,93.4171197548075,-316.658300879983
"8","TCben1_p001_A08","TCben1_1_ECA3581_Albendazole","TCben1","p001","A08",20230803,"p001_A08","m2x","20230803-TCben1-p001-m2x_A08.TIF",1.08747375787264,"Albendazole","48h",10,"15hHB101",1,"A",8,1,"ECA3581",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_ECA3581","worm",731.459495184172,617.928491026044,643.7368870191,696.680204711434,733.702298464806,65.4440450144912,781.234407331349,799.427290492725,839.505670098638,0.0894704976083648,14,"TCben1_1",47.3216299804712,686.380668484335,4.50425489810068,152.384952453238,0,86.4512530233617,-39.1296230428905
"9","TCben1_p001_B01","TCben1_1_N2_Albendazole","TCben1","p001","B01",20230803,"p001_B01","m2x","20230803-TCben1-p001-m2x_B01.TIF",0.805555555555556,"Albendazole","48h",10,"15hHB101",1,"B",1,1,"N2",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_N2","worm",476.488633943505,405.567598134268,439.914615889415,457.93302038956,475.309426410284,35.0596256774647,488.327027283054,521.810434422771,541.006146732425,0.0735791437191376,15,"TCben1_1",-211.071242074051,686.380668484335,4.50425489810068,152.384952453238,0,84.8745384941521,-295.945780568203
"10","TCben1_p001_B02","TCben1_1_ECA882_Albendazole","TCben1","p001","B02",20230803,"p001_B02","m2x","20230803-TCben1-p001-m2x_B02.TIF",1.26774193548387,"Albendazole","48h",10,"15hHB101",1,"B",2,1,"ECA882",NA,NA,NA,30,"DMSO","Anthelmintic","/projects/b1059/projects/Skyler/cellprofiler-nf/projects/20230803_TCben1/Analysis-20230810/processed_images/","Albendazole_ECA882","worm",702.446142140984,637.362793464849,637.375262637411,656.610177879495,717.740543686905,55.1658491186414,725.341406172042,752.222620098637,777.724555729802,0.0785339199821092,6,"TCben1_1",31.3598752025695,686.380668484335,4.50425489810068,152.384952453238,0,80.1899164541935,-48.830041251624
